True_index,Sales
4799,9622.861328125
4819,6241.72119140625
4828,6581.77734375
4840,4666.83056640625
4844,7696.46533203125
4851,5209.51708984375
4870,0.0
4878,0.0
4894,4731.50634765625
4898,0.0
4919,8787.4912109375
4923,0.0
4924,0.0
4933,4545.36083984375
4977,6832.5732421875
4987,9912.2509765625
4994,6878.7998046875
5005,4527.34423828125
5007,5378.81298828125
5009,5291.80615234375
5016,5795.8349609375
5031,0.0
5032,5962.85791015625
5049,10937.3740234375
5052,12430.029296875
5053,7293.83251953125
5087,5438.53466796875
5101,10079.92578125
5132,0.0
5171,5284.75146484375
5178,3726.22802734375
5189,12770.658203125
5196,3394.3955078125
5205,4993.5458984375
5210,9363.2626953125
5211,8628.0576171875
5234,2835.270751953125
5238,8794.01953125
5242,8701.27734375
5253,5713.8623046875
5262,3724.54052734375
5318,7844.5146484375
5327,0.0
5334,7078.373046875
5366,4362.3798828125
5384,5286.9853515625
5395,0.0
5397,3909.1943359375
5399,8068.9375
5419,8230.78125
5431,6311.7724609375
5432,7137.30029296875
5435,6422.33984375
5437,6181.21484375
5481,4253.67529296875
5482,10173.6806640625
5485,7976.35888671875
5497,4483.03466796875
5502,6091.361328125
5513,7290.580078125
5517,4479.29345703125
5533,5083.90283203125
5535,2268.948974609375
5539,4512.83837890625
5561,0.0
5574,9115.3984375
5588,0.0
5593,7421.025390625
5607,3634.296630859375
5647,8562.95703125
5662,12673.828125
5669,3592.626220703125
5692,6144.76611328125
5713,8649.5537109375
5720,6865.078125
5726,4894.1220703125
5735,8314.3740234375
5758,4061.343994140625
5765,4019.615966796875
5793,9955.48828125
5798,1691.7198486328125
5822,9048.3525390625
5824,6324.3369140625
5826,7294.36572265625
5829,8591.2080078125
5831,0.0
5835,5983.1904296875
5853,5489.37548828125
5875,3200.96337890625
5879,10995.830078125
5883,6126.412109375
5890,5370.8681640625
5914,7396.03271484375
5921,6048.986328125
5922,5319.67236328125
5935,4137.54833984375
5944,6295.228515625
5950,0.0
5977,7829.11572265625
5987,0.0
5988,10028.3076171875
5994,8206.9345703125
6009,4392.64990234375
6019,13718.2705078125
6045,7823.6630859375
6056,7349.82470703125
6073,5787.052734375
6088,4689.3271484375
6094,7554.2734375
6104,16439.646484375
6118,0.0
6125,9114.6123046875
6155,0.0
6166,4455.75146484375
6171,4265.84619140625
6172,6968.2470703125
6174,0.0
6185,5739.4013671875
6191,4948.45556640625
6196,8402.2900390625
6218,11451.9453125
6221,8157.220703125
6226,0.0
6232,0.0
6233,5374.37451171875
6248,10805.4130859375
6253,3474.9951171875
6273,4165.39453125
6280,2557.318115234375
6287,6241.51416015625
6290,0.0
6299,0.0
6315,9529.6533203125
6323,6377.6435546875
6331,0.0
6333,4158.60400390625
6334,5841.5576171875
6369,2705.47509765625
6376,0.0
6382,7604.4501953125
6383,5876.96728515625
6407,8980.9892578125
6408,8343.783203125
6412,0.0
6419,6000.62744140625
6428,4508.18994140625
6434,7082.2587890625
6448,9283.7236328125
6451,4781.89208984375
6458,10568.8740234375
6470,7606.0078125
6472,0.0
6480,4887.68505859375
6482,4263.1044921875
6486,7006.51611328125
6503,0.0
6507,5164.91015625
6527,4449.66748046875
6529,5976.46142578125
6540,8579.75
6550,10367.9609375
6552,4703.57958984375
6553,8197.5595703125
6555,4427.607421875
6588,16491.478515625
6607,7270.86962890625
6612,3379.9013671875
6634,6569.9609375
6652,3068.744140625
6655,8952.720703125
6661,0.0
6681,6790.07080078125
6691,6039.38720703125
6707,4115.7392578125
6710,7521.52685546875
6714,3177.779296875
6720,4267.71142578125
6726,0.0
6731,15496.1640625
6740,0.0
6749,0.0
6768,10082.9404296875
6775,0.0
6778,6115.28369140625
6791,5558.61279296875
6829,9274.0654296875
6842,0.0
6849,4114.33349609375
6858,8922.5478515625
6863,4970.18994140625
6890,5255.59228515625
6918,6255.966796875
6920,2518.0400390625
6923,6982.359375
6932,0.0
6933,0.0
6946,5222.7333984375
6947,2631.983154296875
6973,0.0
6992,5785.8828125
7005,8421.3857421875
7007,5129.74658203125
7027,10681.9033203125
7035,6597.1396484375
7055,4918.71630859375
7056,3614.417724609375
7095,10471.1845703125
7112,0.0
7113,5035.30419921875
7119,0.0
7122,0.0
7126,6663.10302734375
7127,2619.85595703125
7138,29496.693359375
7139,13457.8505859375
7162,8035.2939453125
7166,7731.96826171875
7169,7502.150390625
7181,4491.6123046875
7190,10624.5673828125
7199,0.0
7200,5168.23828125
7232,5744.974609375
7259,9950.3779296875
7263,6707.7802734375
7266,4651.92822265625
7267,6593.60400390625
7299,6906.978515625
7301,5375.17431640625
7302,5959.56884765625
7307,7323.4111328125
7309,7113.96875
7323,9066.6728515625
7325,8050.03173828125
7330,0.0
7334,6437.369140625
7338,0.0
7342,5981.4794921875
7349,0.0
7362,9359.833984375
7363,0.0
7394,0.0
7399,17789.796875
7420,6934.3427734375
7428,5932.30615234375
7434,6361.494140625
7450,7253.0283203125
7451,7600.84765625
7455,0.0
7492,6324.0224609375
7507,18366.666015625
7518,3031.631103515625
7521,5902.72509765625
7526,5911.04150390625
7557,9258.9248046875
7560,9915.9345703125
7570,0.0
7573,5826.24365234375
7576,4817.978515625
7594,13249.0380859375
7601,7353.296875
7634,8902.953125
7668,5176.71533203125
7670,0.0
7682,8842.23046875
7693,0.0
7696,0.0
7711,8014.3779296875
7713,10797.423828125
7719,6971.36279296875
7720,8006.60205078125
7732,13289.3193359375
7734,6131.85498046875
7742,6279.5283203125
7753,4397.8388671875
7779,10559.2353515625
7793,12827.2001953125
7797,7903.44580078125
7812,3127.84912109375
7824,16461.181640625
7835,3351.9150390625
7855,9272.0869140625
7862,9831.4248046875
7884,9247.17578125
7894,0.0
7904,1794.525146484375
7913,6099.935546875
7920,8785.5068359375
7930,0.0
7936,4583.9384765625
7958,4586.1630859375
7963,0.0
7973,0.0
7979,6871.3505859375
7984,0.0
7986,3944.602294921875
7987,5914.33447265625
8006,5895.13330078125
8015,6978.8310546875
8017,7316.6025390625
8031,0.0
8037,3921.192626953125
8064,5816.07177734375
8073,5118.85595703125
8083,3895.204833984375
8090,1852.1422119140625
8094,7118.8076171875
8113,4235.0234375
8114,3930.421630859375
8119,0.0
8123,3303.29638671875
8158,0.0
8161,8171.14990234375
8167,4623.11669921875
8181,6716.86328125
8195,5370.73095703125
8207,6451.9921875
8215,8318.8232421875
8223,5390.48828125
8252,7630.60546875
8255,0.0
8287,4834.6357421875
8309,5572.50634765625
8312,7115.45703125
8319,4599.29931640625
8327,6696.57470703125
8353,0.0
8365,0.0
8378,5615.01611328125
8385,4848.50244140625
8387,9176.0927734375
8400,3823.569580078125
8402,5722.8466796875
8403,7289.779296875
8430,0.0
8438,6207.63525390625
8439,12705.900390625
8464,5110.1396484375
8483,0.0
8503,6075.86328125
8504,7819.474609375
8517,4667.63330078125
8522,12118.685546875
8525,6167.1650390625
8544,10948.3671875
8557,9886.3603515625
8570,6334.9091796875
8583,5411.830078125
8590,5140.02294921875
8592,4116.6484375
8609,5141.4345703125
8613,8295.986328125
8621,6439.30517578125
8626,4818.94921875
8627,5794.01806640625
8637,2903.0673828125
8643,10730.353515625
8654,6656.10498046875
8668,5748.42529296875
8713,6672.10986328125
8729,5648.7568359375
8732,6625.79296875
8748,3959.985107421875
8758,6808.12548828125
8764,5722.67578125
8765,0.0
8772,5247.1865234375
8776,20139.12890625
8783,6545.47607421875
8797,0.0
8805,13066.0234375
8817,4409.15380859375
8820,5892.154296875
8838,9190.541015625
8869,4503.896484375
8871,8170.2802734375
8879,7952.6298828125
8888,4225.11572265625
8897,8076.29150390625
8905,0.0
8907,6303.1904296875
8910,16984.37109375
8944,4381.52783203125
8953,3683.997802734375
8989,5202.93115234375
8990,4676.255859375
8994,6219.18994140625
9020,8945.8876953125
9023,4459.55859375
9024,3655.9921875
9047,7538.5908203125
9050,11320.39453125
9055,8181.49951171875
9064,9746.966796875
9065,0.0
9084,8338.7890625
9089,12701.310546875
9103,7094.49951171875
9111,6299.94775390625
9112,13571.7333984375
9144,4781.72021484375
9145,5784.5693359375
9147,11237.892578125
9169,0.0
9184,0.0
9190,5001.1259765625
9199,9189.7685546875
9201,5748.8330078125
9207,5839.42333984375
9220,7349.67822265625
9236,8057.8466796875
9246,0.0
9252,7927.70458984375
9286,5614.484375
9316,4611.4638671875
9319,2497.16650390625
9325,7783.79345703125
9341,6601.09326171875
9343,0.0
9348,6819.9697265625
9383,11816.21875
9395,11979.73828125
9403,0.0
9408,15721.6181640625
9410,6889.99609375
9416,0.0
9423,5813.18896484375
9444,0.0
9476,6125.46044921875
9482,4428.97216796875
9489,10963.982421875
9506,5218.626953125
9512,5774.90966796875
9522,7500.41357421875
9566,5701.88427734375
9577,0.0
9580,3753.84423828125
9592,4495.1357421875
9601,9509.0947265625
9607,11617.79296875
9619,10422.5859375
9627,12689.3623046875
9628,9261.69140625
9638,4597.0693359375
9641,5592.26708984375
9652,8112.30078125
9653,4613.30224609375
9658,7731.814453125
9682,0.0
9694,7977.994140625
9702,0.0
9705,5264.865234375
9727,0.0
9740,4765.15234375
9750,9765.763671875
9756,0.0
9767,10343.27734375
9784,7137.87841796875
9785,4416.57470703125
9787,5429.16015625
9791,5099.7822265625
9802,10056.2607421875
9809,7703.0751953125
9810,0.0
9811,5954.68017578125
9824,5609.80126953125
9826,5538.59375
9835,8651.724609375
9857,11410.6650390625
9859,5747.24365234375
9881,6923.3037109375
9886,4961.4189453125
9897,5440.95947265625
9909,6327.49462890625
9910,5624.31103515625
9920,0.0
9931,6676.92822265625
9937,8119.96826171875
9939,6367.76806640625
9940,3936.404296875
9947,0.0
9949,7280.74609375
9972,7847.10400390625
9985,8770.5859375
9991,6656.10888671875
10006,4723.22900390625
10016,7903.69287109375
10031,0.0
10039,6370.25244140625
10046,8134.97509765625
10048,3562.181396484375
10049,0.0
10052,4297.134765625
10064,0.0
10075,4689.9189453125
10105,9332.8623046875
10113,4493.10595703125
10118,5534.8369140625
10135,7043.19580078125
10145,0.0
10147,9939.255859375
10151,6929.12890625
10153,4533.6748046875
10167,3881.236328125
10177,4595.58740234375
10208,5521.94775390625
10268,5982.67626953125
10296,2024.1185302734375
10309,2260.388916015625
10316,0.0
10317,0.0
10344,5596.67529296875
10349,6683.791015625
10351,8793.5126953125
10353,8933.654296875
10363,2431.919189453125
10369,10987.7177734375
10373,7618.62353515625
10378,6746.65380859375
10388,7284.33544921875
10391,10426.8310546875
10392,0.0
10393,4225.18505859375
10402,0.0
10438,11558.28515625
10440,18091.443359375
10442,8257.388671875
10463,0.0
10465,6901.17626953125
10502,7725.88134765625
10513,5686.98974609375
10526,3061.70556640625
10534,4965.47119140625
10552,0.0
10560,7277.1728515625
10568,12204.28125
10571,7704.80126953125
10572,0.0
10574,0.0
10577,4635.48388671875
10594,6483.603515625
10603,3446.784912109375
10618,3462.68359375
10625,6667.60400390625
10635,5436.0380859375
10641,12477.193359375
10642,5950.19873046875
10644,8873.3486328125
10653,7611.828125
10657,6104.171875
10658,4270.47802734375
10667,5863.85302734375
10677,3636.365966796875
10687,5430.0478515625
10700,14149.572265625
10703,8541.3603515625
10713,5614.70556640625
10720,5366.962890625
10732,0.0
10737,0.0
10744,5624.62939453125
10761,8433.193359375
10770,5923.85986328125
10776,4289.98486328125
10778,8593.49609375
10779,0.0
10810,4598.833984375
10811,2690.89453125
10812,6600.4208984375
10831,3204.927978515625
10832,4070.56787109375
10835,9831.4658203125
10837,0.0
10848,7690.40380859375
10851,4883.4619140625
10871,4799.8994140625
10872,11583.8291015625
10876,7431.734375
10879,3400.25439453125
10887,0.0
10890,6598.59423828125
10892,5341.2431640625
10899,0.0
10917,2680.343505859375
10922,0.0
10931,0.0
10937,6693.82666015625
10940,7027.9306640625
10948,8425.4365234375
10953,8432.4130859375
10977,5809.1259765625
10981,6414.2255859375
10988,5507.1337890625
11012,12031.8447265625
11016,11109.5927734375
11022,6427.4091796875
11037,8707.71484375
11050,8406.7421875
11059,7463.978515625
11061,4922.78759765625
11066,7145.64990234375
11078,12170.3349609375
11081,13102.7783203125
11084,8538.2666015625
11085,6946.6806640625
11089,2524.279541015625
11090,4575.9091796875
11092,7015.142578125
11094,5182.88037109375
11124,5301.630859375
11133,8512.916015625
11141,10309.7685546875
11171,5169.98681640625
11195,8365.3828125
11196,5602.787109375
11218,0.0
11239,0.0
11242,0.0
11248,5869.35009765625
11256,6978.5126953125
11258,6767.41650390625
11283,7329.93115234375
11287,7338.74072265625
11308,6806.37841796875
11315,0.0
11316,8917.248046875
11351,0.0
11381,6086.52978515625
11407,4831.3994140625
11411,0.0
11415,0.0
11418,0.0
11440,9319.68359375
11443,7497.2255859375
11464,4462.27587890625
11485,4541.23095703125
11491,9772.6396484375
11501,9070.4326171875
11510,6840.79150390625
11520,4620.67724609375
11542,2346.743408203125
11550,10931.9130859375
11553,11302.912109375
11554,4344.65771484375
11578,0.0
11587,12315.7841796875
11594,4882.19677734375
11624,12978.224609375
11628,3159.019775390625
11641,4754.29931640625
11645,5549.2509765625
11649,0.0
11650,3917.973876953125
11660,0.0
11671,0.0
11673,14627.0302734375
11678,8302.634765625
11722,3417.519287109375
11724,6207.78564453125
11727,10779.8681640625
11728,4249.35302734375
11729,6134.2119140625
11741,5404.61767578125
11765,9302.3447265625
11770,6362.2060546875
11774,4121.251953125
11781,11461.2431640625
11788,3793.740234375
11805,4473.81103515625
11813,6890.9658203125
11838,14082.4697265625
11845,7266.36083984375
11863,7757.48974609375
11874,5897.23681640625
11878,4071.8447265625
11899,4259.22509765625
11905,8330.5927734375
11925,0.0
11949,3862.734619140625
11955,6755.04833984375
11961,9023.0068359375
11965,0.0
11999,4163.921875
12007,5165.484375
12031,18950.466796875
12034,5583.8447265625
12060,3903.372314453125
12069,7001.51025390625
12071,8902.490234375
12075,0.0
12081,5119.37060546875
12084,7627.78955078125
12089,0.0
12093,7735.92919921875
12104,2583.107666015625
12107,2890.10498046875
12114,7168.5185546875
12122,5677.17529296875
12124,12635.208984375
12135,7244.2919921875
12160,4632.43798828125
12185,9003.6162109375
12199,5584.369140625
12202,7397.97314453125
12210,7142.27294921875
12219,5284.4130859375
12225,0.0
12226,3602.9814453125
12238,7878.693359375
12243,3422.919921875
12263,6224.86865234375
12264,9734.6787109375
12272,5571.19677734375
12275,3013.822998046875
12281,6266.2373046875
12285,4659.87158203125
12291,4053.234619140625
12301,5640.05322265625
12305,5174.05712890625
12306,9865.3701171875
12312,6113.40234375
12313,7006.787109375
12325,8758.3330078125
12332,7057.74365234375
12338,3951.50048828125
12340,8404.748046875
12346,0.0
12352,9609.677734375
12358,10408.1201171875
12374,9697.890625
12413,0.0
12414,5871.3623046875
12417,6538.57421875
12426,5022.39208984375
12438,0.0
12443,0.0
12448,5947.6962890625
12455,4703.2373046875
12464,6884.64013671875
12484,10602.2744140625
12489,5530.4375
12490,0.0
12491,7469.68505859375
12496,4745.5908203125
12501,7234.986328125
12507,7773.38427734375
12508,0.0
12516,8247.4150390625
12528,4522.0947265625
12532,4834.001953125
12540,7293.55517578125
12546,7895.65869140625
12549,8498.7236328125
12553,5031.99658203125
12555,0.0
12583,8928.890625
12586,5911.041015625
12606,5187.392578125
12612,0.0
12622,5678.61767578125
12625,10908.322265625
12637,0.0
12676,0.0
12703,12033.3681640625
12751,6393.484375
12756,5664.626953125
12775,6349.837890625
12785,0.0
12797,4692.4130859375
12800,0.0
12810,3649.4794921875
12811,4541.57080078125
12814,4468.68701171875
12846,5356.0361328125
12849,3892.551513671875
12854,5502.591796875
12869,9801.4677734375
12879,6290.4169921875
12885,10942.2919921875
12890,6931.693359375
12892,0.0
12897,4609.78125
12901,7218.8623046875
12904,6507.76953125
12928,4465.36572265625
12954,6011.26513671875
12963,5098.3671875
12964,7745.3623046875
12979,0.0
12994,4780.9052734375
12999,5269.09716796875
13003,3534.019775390625
13021,0.0
13038,5727.77294921875
13042,0.0
13046,6781.79736328125
13091,7223.33154296875
13103,9046.1806640625
13108,15143.119140625
13110,5333.97265625
13117,26984.125
13133,0.0
13141,13456.796875
13149,6960.9814453125
13168,10673.482421875
13188,7447.79443359375
13193,2652.22802734375
13197,8207.8779296875
13201,4339.353515625
13233,3854.689453125
13240,8056.77490234375
13253,0.0
13258,5607.4326171875
13265,6741.65576171875
13271,0.0
13280,2670.99365234375
13291,12970.6376953125
13292,6860.71875
13294,11189.5576171875
13309,0.0
13346,2266.66259765625
13353,10483.861328125
13358,0.0
13374,6897.4638671875
13386,4213.74755859375
13414,3717.873046875
13422,0.0
13431,5034.68701171875
13452,0.0
13454,5360.22607421875
13458,3273.728759765625
13485,11989.181640625
13486,9723.93359375
13517,6400.7001953125
13520,0.0
13521,12852.697265625
13524,0.0
13535,9801.2431640625
13536,10721.5595703125
13541,10620.93359375
13542,4242.06689453125
13544,0.0
13564,0.0
13569,5147.22900390625
13604,5886.859375
13614,0.0
13624,0.0
13629,8509.255859375
13638,9768.5146484375
13642,4474.73193359375
13664,0.0
13671,7818.51806640625
13686,6398.19775390625
13687,0.0
13691,4799.22607421875
13699,0.0
13702,9867.763671875
13708,0.0
13713,5920.05126953125
13738,6461.05126953125
13743,7263.78076171875
13777,8376.44921875
13785,5858.23486328125
13790,3941.033203125
13812,5016.9970703125
13827,5174.32080078125
13832,6449.19482421875
13846,7196.5576171875
13847,6511.98974609375
13861,4799.29052734375
13865,7765.64990234375
13869,5491.05224609375
13871,0.0
13873,5844.6494140625
13874,4354.17919921875
13875,5960.52197265625
13883,6517.7060546875
13885,7312.84423828125
13892,8663.173828125
13896,5538.35888671875
13900,5665.0283203125
13906,5993.56103515625
13912,4980.2783203125
13913,10399.95703125
13917,13958.529296875
13918,6759.177734375
13934,7161.0869140625
13937,4297.98095703125
13945,4323.8154296875
13954,5924.181640625
13964,7718.84619140625
13976,2871.723876953125
13978,6191.45751953125
13979,6803.28125
13996,0.0
14026,3998.640869140625
14039,4767.958984375
14045,11841.01953125
14047,2963.616943359375
14049,3744.381591796875
14055,7196.24853515625
14056,0.0
14061,11611.501953125
14065,6009.2275390625
14081,8430.5361328125
14086,10879.2978515625
14092,3558.3408203125
14105,7358.9560546875
14109,8848.1826171875
14115,6853.77490234375
14116,6367.3291015625
14118,0.0
14130,3982.50439453125
14133,0.0
14137,4691.03466796875
14141,4187.78759765625
